,title,comb
2041,Piranha 3D,Alexandre Aja Adam Scott Kelly Brook Jessica Szohr Comedy Horror
2042,Beyond the Sea,Kevin Spacey Kevin Spacey Bob Hoskins Brenda Blethyn Biography Drama Music Musical
2043,Meet the Deedles,Steve Boyum Paul Walker M.C. Gainey A.J. Langer Comedy Family
2044,The Princess and the Cobbler,Richard Williams Donald Pleasence Kenneth Williams Clive Revill Action Adventure Animation Comedy Fantasy
2045,The Bridge of San Luis Rey,Mary McGuckian Robert De Niro F. Murray Abraham Geraldine Chaplin Drama Romance
2046,Faster,George Tillman Jr. Dwayne Johnson Tom Berenger Mike Epps Action Crime Drama Thriller
2047,Howl's Moving Castle,Hayao Miyazaki Christian Bale Blythe Danner Jean Simmons Adventure Animation Family Fantasy
2048,Zombieland,Ruben Fleischer Emma Stone Bill Murray Derek Graf Adventure Comedy Horror Sci-Fi
2049,King Kong,Peter Jackson Naomi Watts Thomas Kretschmann Evan Parke Action Adventure Drama Romance
2050,The Waterboy,Frank Coraci Adam Sandler Clint Howard Peter Dante Comedy Sport
2051,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner Harrison Ford Kenny Baker Anthony Daniels Action Adventure Fantasy Sci-Fi
2052,Bad Boys,Michael Bay Will Smith Tchéky Karyo Theresa Randle Action Comedy Crime Drama Thriller
2053,The Naked Gun 2½: The Smell of Fear,David Zucker George Kennedy Priscilla Presley O.J. Simpson Comedy Crime
2054,Final Destination,James Wong Daniel Roebuck Brendan Fehr Kerr Smith Horror Thriller
2055,The Ides of March,George Clooney Ryan Gosling Philip Seymour Hoffman Jennifer Ehle Drama
2056,Pitch Black,David Twohy Vin Diesel Radha Mitchell Cole Hauser Horror Sci-Fi
2057,Someone Like You...,Tony Goldwyn Hugh Jackman Ellen Barkin Catherine Dent Comedy Romance
2058,Her,Spike Jonze Scarlett Johansson Brian Johnson Matt Letscher Drama Romance Sci-Fi
2059,Eddie the Eagle,Dexter Fletcher Hugh Jackman Taron Egerton Tim McInnerny Biography Comedy Drama Sport
2060,Joy Ride,John Dahl Paul Walker Jessica Bowman Dell Yount Mystery Thriller
2061,The Adventurer: The Curse of the Midas Box,Jonathan Newman Ioan Gruffudd Keeley Hawes Oliver Stark Adventure Family Fantasy
2062,Anywhere But Here,Wayne Wang Natalie Portman Eva Amurri Martino Shawn Hatosy Comedy Drama
2063,Chasing Liberty,Andy Cadiff Annabella Sciorra Stark Sands Terence Maynard Comedy Romance
2064,The Crew,Michael Dinner Seymour Cassel Dan Hedaya Lainie Kazan Comedy Crime
2065,Haywire,Steven Soderbergh Channing Tatum Michael Fassbender Michael Angarano Action Thriller
2066,Jaws: The Revenge,Joseph Sargent Judith Barsi Mario Van Peebles Lynn Whitfield Adventure Horror Thriller
2067,Marvin's Room,Jerry Zaks Leonardo DiCaprio Robert De Niro Meryl Streep Drama
2068,The Longshots,Fred Durst Tasha Smith Dash Mihok Garrett Morris Biography Comedy Drama Family Sport
2069,The End of the Affair,Neil Jordan Stephen Rea Ian Hart James Bolam Drama Romance
2070,Harley Davidson and the Marlboro Man,Simon Wincer Vanessa Williams Tia Carrere Don Johnson Action Crime Drama Thriller Western
2071,In the Valley of Elah,Paul Haggis James Franco Charlize Theron Barry Corbin Crime Drama Mystery Thriller
2072,Coco Before Chanel,Anne Fontaine Alessandro Nivola Benoît Poelvoorde Marie Gillain Biography Drama
2073,Forsaken,Jon Cassar Demi Moore Landon Liboiron Michael Wincott Drama Western
2074,Chéri,Stephen Frears Tom Burke Iben Hjejle Gaye Brown Comedy Drama Romance
2075,Rogue            , Cole Hauser Sarah Carter Derek Luke Action Crime Drama Thriller
2076,Vanity Fair,Mira Nair Romola Garai Roger Lloyd Pack Lillete Dubey Drama
2077,Bodyguards and Assassins,Teddy Chan Bingbing Fan Simon Yam Nicholas Tse Action Drama History
2078,1408,Mikael Håfström Drew Powell Kim Thomson Alexandra Silber Fantasy Horror
2079,Spaceballs,Mel Brooks Joan Rivers Dick Van Patten Michael Winslow Adventure Comedy Sci-Fi
2080,The Water Diviner,Russell Crowe Cem Yilmaz Ryan Corr Steve Bastoni Drama War
2081,Ghost,Jerry Zucker Demi Moore Tony Goldwyn Phil Leeds Drama Fantasy Romance Thriller
2082,There's Something About Mary,Bobby Farrelly Sarah Silverman Lin Shaye Richard Tyson Comedy Romance
2083,The Santa Clause,John Pasquin Judge Reinhold Eric Lloyd Peter Boyle Comedy Drama Family Fantasy
2084,The Rookie,John Lee Hancock Dennis Quaid Jay Hernandez Angus T. Jones Drama Family Sport
2085,The Game Plan,Andy Fickman Dwayne Johnson Kyra Sedgwick Madison Pettis Comedy Family Sport
2086,The Bridges of Madison County,Clint Eastwood Clint Eastwood Meryl Streep Debra Monk Drama Romance
2087,The Animal,Luke Greenfield Louis Lombardi Michael Papajohn Colleen Haskell Comedy Sci-Fi
2088,Gandhi,Richard Attenborough Candice Bergen Amrish Puri John Gielgud Biography Drama History
2089,The Hundred-Foot Journey,Lasse Hallström Manish Dayal Charlotte Le Bon Juhi Chawla Comedy Drama
2090,The Net,Irwin Winkler Ken Howard Jeremy Northam Ray McKinnon Action Crime Drama Mystery Thriller
2091,I Am Sam,Jessie Nelson Dianne Wiest Loretta Devine Richard Schiff Drama
2092,Son of God,Christopher Spencer Roma Downey Amber Rose Revah Darwin Shaw Biography Drama History
2093,Underworld,Len Wiseman Sophia Myles Kevin Grevioux Shane Brolly Action Fantasy Thriller
2094,Derailed,Mikael Håfström Denis O'Hare RZA Xzibit Drama Thriller
2095,The Informant!,Steven Soderbergh Matt Damon Joel McHale Thomas F. Wilson Comedy Crime Drama Thriller
2096,Shadowlands,Richard Attenborough Anthony Hopkins James Frain Julian Fellowes Biography Drama Romance
2097,Deuce Bigalow: European Gigolo,Mike Bigelow Carlos Ponce Eddie Griffin Charles Keating Comedy
2098,Delivery Man,Ken Scott Jack Reynor Bobby Moynihan Matthew Daddario Comedy Drama
2099,Victor Frankenstein,Paul McGuigan Daniel Radcliffe Spencer Wilding Daniel Mays Drama Horror Sci-Fi Thriller
2100,Our Kind of Traitor,Susanna White Radivoje Bukvic Pawel Szajda Grigoriy Dobrygin Thriller
2101,Saving Silverman,Dennis Dugan Amanda Detmer Neil Diamond Kyle Gass Comedy Crime Romance
2102,Diary of a Wimpy Kid: Dog Days,David Bowers Zachary Gordon Rachael Harris Karan Brar Comedy Family
2103,Summer of Sam,Spike Lee Mira Sorvino Jennifer Esposito Mike Starr Crime Drama Romance Thriller
2104,Jay and Silent Bob Strike Back,Kevin Smith Will Ferrell Shannon Elizabeth Jason Mewes Comedy
2105,The Island,Michael Bay Scarlett Johansson Steve Buscemi Djimon Hounsou Action Adventure Romance Sci-Fi Thriller
2106,The Glass House,Daniel Sackheim Chris Noth Bruce Dern Trevor Morgan Crime Drama Mystery Thriller
2107,"Hail, Caesar!",Ethan Coen Scarlett Johansson Channing Tatum Alden Ehrenreich Comedy Mystery
2108,Josie and the Pussycats,Harry Elfont Rosario Dawson Paulo Costanzo Aries Spears Comedy Music
2109,Homefront,Gary Fleder Jason Statham James Franco Frank Grillo Action Crime Drama Thriller
2110,The Little Vampire,Uli Edel Richard E. Grant Jim Carter Alice Krige Adventure Comedy Family Fantasy
2111,I Heart Huckabees,David O. Russell Naomi Watts Lily Tomlin Isabelle Huppert Comedy
2112,RoboCop 3,Fred Dekker CCH Pounder Rip Torn Mako Action Crime Sci-Fi Thriller
2113,Megiddo: The Omega Code 2,Brian Trenchard-Smith Michael Biehn Udo Kier Franco Nero Action Adventure Fantasy Sci-Fi Thriller
2114,Darling Lili,Blake Edwards Rock Hudson Vernon Dobtcheff Jeremy Kemp Comedy Drama Musical Romance War
2115,Dudley Do-Right,Hugh Wilson Brendan Fraser Alex Rocco Eric Idle Comedy Family Romance
2116,The Transporter Refueled,Camille Delamarre Ed Skrein Noémie Lenoir Radivoje Bukvic Action Crime Thriller
2117,The Libertine,Laurence Dunmore Johnny Depp Jack Davenport Richard Coyle Drama Romance
2118,Black Book,Paul Verhoeven Michiel Huisman Sebastian Koch Christian Berkel Drama Thriller War
2119,Joyeux Noel,Christian Carion Gary Lewis Dany Boon Ian Richardson Drama History Music Romance War
2120,Hit and Run,David Palmer Bradley Cooper Tom Arnold Beau Bridges Action Comedy Romance
2121,Mad Money,Callie Khouri Stephen Root Ted Danson Roger Cross Comedy Crime Thriller
2122,Before I Go to Sleep,Rowan Joffe Colin Firth Ben Crompton Anne-Marie Duff Drama Mystery Thriller
2123,Sorcerer,William Friedkin Roy Scheider Joe Spinell Amidou Adventure Drama Thriller
2124,Stone,John Curran Robert De Niro Milla Jovovich Frances Conroy Drama Thriller
2125,Molière,Laurent Tirard Romain Duris Ludivine Sagnier Fabrice Luchini Comedy History
2126,Out of the Furnace,Scott Cooper Christian Bale Sam Shepard Dendrie Taylor Crime Drama Thriller
2127,Michael Clayton,Tony Gilroy Tom Wilkinson Denis O'Hare Sydney Pollack Crime Drama Mystery Thriller
2128,My Fellow Americans,Peter Segal Wilford Brimley Bradley Whitford Sela Ward Adventure Comedy
2129,Arlington Road,Mark Pellington Jeff Bridges Spencer Treat Clark Hope Davis Crime Drama Thriller
2130,Underdogs,Juan José Campanella Pablo Rago Diego Ramos Gabriel Almirón Adventure Animation Family Sport
2131,To Rome with Love,Woody Allen Ornella Muti Judy Davis Alessandra Mastronardi Comedy Romance
2132,Firefox,Clint Eastwood Clint Eastwood Warren Clarke Kenneth Colley Action Adventure Thriller
2133,South Park: Bigger Longer & Uncut,Trey Parker Minnie Driver Eric Idle Trey Parker Animation Comedy Fantasy Musical
2134,Death at a Funeral,Frank Oz Peter Dinklage Ewen Bremner Kris Marshall Comedy
2135,Teenage Mutant Ninja Turtles III,Stuart Gillard Paige Turco John Aylward Matt Hill Action Adventure Comedy Family Fantasy Sci-Fi
2136,Hardball,Brian Robbins Keanu Reeves D.B. Sweeney DeWayne Warren Drama Sport
2137,Silver Linings Playbook,David O. Russell Jennifer Lawrence Robert De Niro Bradley Cooper Comedy Drama Romance
2138,Freedom Writers,Richard LaGravenese Hunter Parrish Scott Glenn Imelda Staunton Biography Crime Drama
2139,For Colored Girls,Tyler Perry Omari Hardwick Loretta Devine Kimberly Elise Drama
2140,The Transporter,Louis Leterrier Jason Statham Qi Shu Matt Schulze Action Crime Thriller
2141,Never Back Down,Jeff Wadlow Djimon Hounsou Neil Brown Jr. Leslie Hope Action Drama Sport
2142,The Rage: Carrie 2,Katt Shea Jason London Rachel Blanchard Eddie Kaye Thomas Horror Sci-Fi Thriller
2143,The Bachelor            , Chris Harrison   Game-Show Reality-TV Romance
2144,Away We Go,Sam Mendes Catherine O'Hara Jim Gaffigan Carmen Ejogo Comedy Drama Romance
2145,Swing Vote,Joshua Michael Stern Madeline Carroll Judge Reinhold Nathan Lane Comedy Drama
2146,Moonlight Mile,Brad Silberling Jake Gyllenhaal Holly Hunter Bob Clendenin Drama Romance
2147,Tinker Tailor Soldier Spy,Tomas Alfredson Benedict Cumberbatch Colin Firth Gary Oldman Drama Mystery Thriller
2148,Molly,John Duigan Elaine Hendrix Jill Hennessy Sarah Wynter Comedy Drama Romance
2149,The Beaver,Jodie Foster Jennifer Lawrence Cherry Jones Riley Thomas Stewart Drama
2150,The Best Little Whorehouse in Texas,Colin Higgins Dolly Parton Barry Corbin Dom DeLuise Comedy Musical
2151,eXistenZ,David Cronenberg Jennifer Jason Leigh Sarah Polley Callum Rennie Horror Sci-Fi Thriller
2152,Raiders of the Lost Ark,Steven Spielberg Harrison Ford Karen Allen William Hootkins Action Adventure
2153,Home Alone 2: Lost in New York,Chris Columbus Macaulay Culkin Kieran Culkin Devin Ratray Adventure Comedy Family
2154,Close Encounters of the Third Kind,Steven Spielberg Bob Balaban Teri Garr Melinda Dillon Drama Sci-Fi
2155,Pulse,Jim Sonzero Ian Somerhalder Christina Milian Rick Gonzalez Drama Horror Sci-Fi Thriller
2156,Beverly Hills Cop II,Tony Scott Dean Stockwell Judge Reinhold Ronny Cox Action Comedy Crime Thriller
2157,Bringing Down the House,Adam Shankman Angus T. Jones Kimberly J. Brown Steve Harris Comedy
2158,The Silence of the Lambs,Jonathan Demme Anthony Hopkins Scott Glenn Anthony Heald Crime Drama Horror Thriller
2159,Wayne's World,Penelope Spheeris Tia Carrere Lara Flynn Boyle Kurt Fuller Comedy Music
2160,Jackass 3D,Jeff Tremaine Bam Margera Steve-O Chris Pontius Action Comedy Documentary
2161,Jaws 2,Jeannot Szwarc Roy Scheider Murray Hamilton Joseph Mascolo Adventure Horror Thriller
2162,Beverly Hills Chihuahua,Raja Gosnell Jamie Lee Curtis Nick Zano Ali Hillis Adventure Comedy Drama Family Romance
2163,The Conjuring,James Wan Mackenzie Foy Lili Taylor Hayley McFarland Horror Mystery Thriller
2164,Are We There Yet?,Brian Levant Nia Long Tracy Morgan Jay Mohr Adventure Comedy Family Romance
2165,Tammy,Ben Falcone Gary Cole Mark Duplass Ben Falcone Comedy
2166,Disturbia,D.J. Caruso Sarah Roemer Aaron Yoo Jose Pablo Cantillo Drama Mystery Thriller
2167,School of Rock,Richard Linklater Miranda Cosgrove Sarah Silverman Mike White Comedy Music
2168,Mortal Kombat,Paul W.S. Anderson Christopher Lambert Cary-Hiroyuki Tagawa Bridgette Wilson-Sampras Action Adventure Fantasy Sci-Fi Thriller
2169,Wicker Park,Paul McGuigan Jessica Paré Christopher Cousins Mark Camacho Drama Mystery Romance Thriller
2170,White Chicks,Keenen Ivory Wayans Busy Philipps Jaime King Brittany Daniel Comedy Crime
2171,The Descendants,Alexander Payne Shailene Woodley Nick Krause Beau Bridges Comedy Drama
2172,Holes,Andrew Davis Tim Blake Nelson Zane Holtz Ski Carr Adventure Comedy Drama Family Mystery
2173,The Last Song,Julie Anne Robinson Kelly Preston Bobby Coleman Melissa Ordway Drama Family Music Romance
2174,12 Years a Slave,Steve McQueen Quvenzhané Wallis Scoot McNairy Taran Killam Biography Drama History
2175,Drumline,Charles Stone III Leonard Roberts Nick Cannon Jason Weaver Comedy Drama Music Romance
2176,Why Did I Get Married Too?,Tyler Perry Michael Jai White Cicely Tyson Tasha Smith Comedy Drama Romance
2177,Edward Scissorhands,Tim Burton Johnny Depp Dianne Wiest Conchata Ferrell Fantasy Romance
2178,Me Before You,Thea Sharrock Sam Claflin Emilia Clarke Brendan Coyle Drama Romance
2179,Madea's Witness Protection,Tyler Perry John Amos Tom Arnold Romeo Miller Comedy Crime Drama
2180,The French Connection,William Friedkin Roy Scheider Fernando Rey Tony Lo Bianco Action Crime Drama Thriller
2181,Bad Moms,Jon Lucas Mila Kunis Jay Hernandez Jada Pinkett Smith Comedy
2182,Date Movie,Aaron Seltzer Alyson Hannigan Carmen Electra Fred Willard Comedy Romance
2183,Return to Never Land,Robin Budd Roger Rees Rob Paulsen Spencer Breslin Adventure Animation Family Fantasy
2184,Selma,Ava DuVernay David Oyelowo Tom Wilkinson Oprah Winfrey Biography Drama History
2185,The Jungle Book 2,Steve Trenbirth Haley Joel Osment Phil Collins Tony Jay Adventure Animation Family Musical
2186,Boogeyman,Stephen Kay Barry Watson Skye McCole Bartusiak Charles Mesure Drama Horror Mystery Thriller
2187,Premonition,Mennan Yapo Nia Long Amber Valletta Marc Macaulay Drama Mystery Thriller
2188,The Tigger Movie,Jun Falkenstein Kath Soucie John Fiedler Ken Sansom Animation Comedy Drama Family Musical
2189,Orphan,Jaume Collet-Serra Jimmy Bennett CCH Pounder Aryana Engineer Horror Mystery Thriller
2190,Max,Boaz Yakin Jay Hernandez Joseph Julian Soria Edgar Arreola Adventure Family
2191,Meet the Browns            , Lamman Rucker David Mann Denise Boutte Comedy
2192,Epic Movie,Jason Friedberg David Carradine Carmen Electra Fred Willard Adventure Comedy
2193,Conan the Barbarian,John Milius William Smith Mako Sandahl Bergman Adventure Fantasy
2194,Spotlight,Tom McCarthy Billy Crudup Jamey Sheridan Brian d'Arcy James Biography Crime Drama History
2195,Lakeview Terrace,Neil LaBute Jay Hernandez Justin Chambers Robert Pine Crime Drama Thriller
2196,The Grudge 2,Takashi Shimizu Sarah Michelle Gellar Sarah Roemer Matthew Knight Horror Thriller
2197,How Stella Got Her Groove Back,Kevin Rodney Sullivan Richard Lawson James Pickens Jr. Barry Shabaka Henley Comedy Drama Romance
2198,Bill & Ted's Bogus Journey,Peter Hewitt Keanu Reeves George Carlin Alex Winter Adventure Comedy Fantasy Music Sci-Fi
2199,Man of the Year,Barry Levinson Robin Williams Tina Fey Amy Poehler Comedy Drama Romance Thriller
2200,The Black Hole,Gary Nelson Robert Forster Maximilian Schell Yvette Mimieux Action Sci-Fi
2201,The American,Anton Corbijn Violante Placido Thekla Reuten Filippo Timi Crime Drama Thriller
2202,Selena,Gregory Nava Jon Seda Constance Marie Jacob Vargas Biography Drama Music
2203,Vampires Suck,Jason Friedberg Diedrich Bader Dave Foley Anneliese van der Pol Comedy
2204,Babel,Alejandro G. Iñárritu Brad Pitt Harriet Walter Dermot Crowley Drama
2205,This Is Where I Leave You,Shawn Levy Tina Fey Abigail Spencer Jane Fonda Comedy Drama
2206,Doubt,John Patrick Shanley Philip Seymour Hoffman Meryl Streep Carrie Preston Drama Mystery
2207,Team America: World Police,Trey Parker Jeremy Shada Maurice LaMarche Trey Parker Action Comedy
2208,Texas Chainsaw 3D,John Luessenhop Gunnar Hansen Keram Malicki-Sánchez Shaun Sipos Horror Thriller
2209,Copycat,Jon Amiel William McNamara Holly Hunter Harry Connick Jr. Crime Drama Mystery Thriller
2210,Scary Movie 5,Malcolm D. Lee Marisa Saks Snoop Dogg Molly Shannon Comedy
2211,Paint Your Wagon,Joshua Logan Clint Eastwood Lee Marvin Ray Walston Comedy Drama Musical Romance Western
2212,Milk,Gus Van Sant James Franco Denis O'Hare Lucas Grabeel Biography Drama History
2213,Risen,Kevin Reynolds Peter Firth Jan Cornet María Botto Action Adventure Drama Mystery
2214,Ghost Ship,Steve Beck Isaiah Washington Ron Eldard Francesca Rettondini Horror
2215,A Very Harold & Kumar 3D Christmas,Todd Strauss-Schulson Patton Oswalt Thomas Lennon Paula Garcés Adventure Comedy
2216,Wild Things,John McNaughton Bill Murray Robert Wagner Jeff Perry Crime Drama Mystery Thriller
2217,The Stepfather,Nelson McCormick Sela Ward Paige Turco Skyler Samuels Crime Thriller
2218,The Debt,John Madden Tom Wilkinson Jesper Christensen Romi Aboulafia Drama Thriller
2219,High Fidelity,Stephen Frears Drake Bell Lili Taylor Lisa Bonet Comedy Drama Music Romance
2220,One Missed Call,Eric Valette Johnny Lewis Jason Beghe Margaret Cho Horror Mystery
2221,Eye for an Eye,John Schlesinger Joe Mantegna Beverly D'Angelo Philip Baker Hall Crime Drama Thriller
2222,The Bank Job,Roger Donaldson Jason Statham Saffron Burrows Daniel Mays Crime Drama Romance Thriller
2223,Eternal Sunshine of the Spotless Mind,Michel Gondry Kate Winslet Kirsten Dunst Tom Wilkinson Drama Fantasy Romance Sci-Fi
2224,You Again,Andy Fickman Jamie Lee Curtis James Wolk Christine Lakin Comedy Family Romance
2225,Street Kings,David Ayer Keanu Reeves Chris Evans Noel Gugliemi Action Crime Drama Thriller
2226,The World's End,Edgar Wright Michael Smiley Thomas Law Jasper Levine Action Comedy Sci-Fi
2227,Nancy Drew,Andrew Fleming Kay Panabaker Laura Harring Tate Donovan Comedy Crime Family Mystery Romance Thriller
2228,Daybreakers,Michael Spierig Jay Laga'aia Damien Garvey Tiffany Lamb Action Horror Sci-Fi Thriller
2229,She's Out of My League,Jim Field Smith Mike Vogel Kim Shaw Geoff Stults Comedy Romance
2230,Monte Carlo,Thomas Bezucha Leighton Meester Luke Bracey Brett Cullen Adventure Comedy Family Romance
2231,Stay Alive,William Brent Bell Adam Goldberg Frankie Muniz Samaire Armstrong Horror Thriller
2232,Quigley Down Under,Simon Wincer Alan Rickman Tom Selleck Ben Mendelsohn Action Adventure Drama Romance Western
2233,Alpha and Omega,Anthony Bell Kevin Sussman Larry Miller Christine Lakin Adventure Animation Comedy Family Romance
2234,The Covenant,Renny Harlin Laura Ramsey Kyle Schmid Toby Hemingway Action Fantasy Horror Thriller
2235,Stick It,Jessica Bendinger Jeff Bridges Vanessa Lengies John Patrick Amedori Comedy Drama Sport
2236,Shorts,Robert Rodriguez Jimmy Bennett Leo Howard Jake Short Comedy Family Fantasy
2237,To Die For,Gus Van Sant Kurtwood Smith Wayne Knight Holland Taylor Comedy Crime Drama
2238,Nerve,Henry Joost Samira Wiley Marc John Jefferies Emily Meade Adventure Crime Mystery Sci-Fi Thriller
2239,Appaloosa,Ed Harris Viggo Mortensen James Gammon Tom Bower Crime Drama Western
2240,Vampires,John Carpenter Sheryl Lee Cary-Hiroyuki Tagawa Maximilian Schell Action Horror Thriller
2241,Yu-Gi-Oh! Duel Monsters            , Pablo Sevilla   Action Adventure Animation Family Fantasy
2242,Psycho,Alfred Hitchcock Janet Leigh Vera Miles John Gavin Horror Mystery Thriller
2243,My Best Friend's Girl,Howard Deutch Dane Cook Taran Killam Riki Lindhome Comedy Romance
2244,Endless Love,Shana Feste Alex Pettyfer Bruce Greenwood Rhys Wakefield Drama Romance
2245,Georgia Rule,Garry Marshall Hector Elizondo Zachary Gordon Jane Fonda Comedy Drama
2246,Under the Rainbow,Steve Rash Mako Adam Arkin Billy Barty Comedy
2247,Ladyhawke,Richard Donner Matthew Broderick John Wood Leo McKern Adventure Comedy Drama Fantasy
2248,Simon Birch,Mark Steven Johnson Oliver Platt Jan Hooks Dana Ivey Comedy Drama Family
2249,Reign Over Me,Mike Binder Adam Sandler Don Cheadle John de Lancie Drama
2250,Into the Wild,Sean Penn Kristen Stewart William Hurt Hal Holbrook Adventure Biography Drama
2251,School for Scoundrels,Todd Phillips Jon Heder Sarah Silverman Jacinda Barrett Comedy
2252,Silent Hill: Revelation 3D,Michael J. Bassett Radha Mitchell Deborah Kara Unger Martin Donovan Adventure Drama Horror Mystery Thriller
2253,From Dusk Till Dawn,Robert Rodriguez Quentin Tarantino Salma Hayek Cheech Marin Crime Fantasy Horror
2254,Pooh's Heffalump Movie,Frank Nissen Kath Soucie Brenda Blethyn John Fiedler Animation Family Fantasy Mystery
2255,Home for the Holidays,Jodie Foster Robert Downey Jr. Holly Hunter Steve Guttenberg Comedy Drama Romance
2256,Kung Fu Hustle,Stephen Chow Shengyi Huang Chi Ling Chiu Qiu Yuen Action Comedy Crime Fantasy
2257,Fired Up            , Leah Remini Mark Feuerstein Sharon Lawrence Comedy
2258,The Country Bears,Peter Hastings Haley Joel Osment Alex Rocco Stephen Root Comedy Family Music Musical
2259,The Kite Runner,Marc Forster Mustafa Haidari Shaun Toub Khalid Abdalla Drama
2260,21 Grams,Alejandro G. Iñárritu Naomi Watts Eddie Marsan Danny Huston Drama
2261,Paparazzi,Paul Abascal Cole Hauser Tom Hollander Kelly Carlson Action Crime Drama Thriller
2262,Twilight,Catherine Hardwicke Kristen Stewart Taylor Lautner Anna Kendrick Drama Fantasy Romance
2263,A Guy Thing,Chris Koch Thomas Lennon Lochlyn Munro James Brolin Comedy Romance
2264,Loser,Amy Heckerling Andy Dick Robert Miano Zak Orth Comedy Romance
2265,Capitalism: A Love Story,Michael Moore Ronald Reagan Michael Moore Bernie Sanders Crime Documentary News
2266,The Greatest Story Ever Told,George Stevens Martin Landau Carroll Baker José Ferrer Biography Drama History
2267,Secret in Their Eyes,Billy Ray Julia Roberts Michael Kelly Joe Cole Crime Drama Mystery Thriller
2268,Disaster Movie,Jason Friedberg Carmen Electra Tony Cox Ike Barinholtz Comedy
2269,Armored,Nimród Antal Andrew Fiscella Fred Ward Lorna Raver Action Crime Thriller
2270,The Man Who Knew Too Little,Jon Amiel Bill Murray Peter Gallagher Joanne Whalley Action Comedy Crime Thriller
2271,What's Your Number?,Mark Mylod Chris Evans Ari Graynor Ed Begley Jr. Comedy Romance
2272,Lockout,James Mather Joseph Gilgun Vincent Regan Jacky Ido Action Adventure Sci-Fi Thriller
2273,Envy,Barry Levinson Amy Poehler Ariel Gade Sam Lerner Comedy
2274,Crank: High Voltage,Mark Neveldine Jason Statham Clifton Collins Jr. David Carradine Action Crime Sci-Fi Thriller
2275,Bullets Over Broadway,Woody Allen Jim Broadbent Chazz Palminteri Dianne Wiest Comedy Crime
2276,One Night with the King,Michael O. Sajbel James Callis Tiffany Dupont Nimrat Kaur Biography Drama History
2277,The Quiet American,Phillip Noyce Brendan Fraser Tzi Ma Holmes Osborne Drama Mystery Romance Thriller War
2278,The Weather Man,Gore Verbinski Nicolas Cage Hope Davis Michael Rispoli Comedy Drama
2279,Undisputed,Walter Hill Fisher Stevens Wes Studi Jon Seda Action Crime Drama Sport
2280,Ghost Town,David Koepp Aasif Mandvi Dequina Moore Jordan Carlos Comedy Drama Fantasy Romance
2281,12 Rounds,Renny Harlin Taylor Cole Ashley Scott Nick Gomez Action Crime Thriller
2282,Let Me In,Matt Reeves Chloë Grace Moretz Dylan Minnette Kodi Smit-McPhee Drama Fantasy Horror Mystery
2283,3 Ninjas Kick Back,Charles T. Kanganis Victor Wong Dustin Nguyen Don Stark Action Comedy Family
2284,Be Kind Rewind,Michel Gondry Quinton Aaron Mia Farrow Melonie Diaz Comedy
2285,Mrs Henderson Presents,Stephen Frears Bob Hoskins Christopher Guest Sarah Solemani Comedy Drama Music War
2286,Triple 9,John Hillcoat Kate Winslet Norman Reedus Clifton Collins Jr. Action Crime Drama Thriller
2287,Deconstructing Harry,Woody Allen Woody Allen Lynn Cohen Judy Davis Comedy
2288,Three to Tango,Damon Santostefano Matthew Perry Oliver Platt David Ramsey Comedy Romance
2289,Burnt,John Wells Bradley Cooper Omar Sy Riccardo Scamarcio Comedy Drama
2290,We're No Angels,Neil Jordan Robert De Niro Demi Moore James Russo Comedy Crime
2291,Everyone Says I Love You,Woody Allen Natasha Lyonne Gaby Hoffmann Jeff DeRocker Comedy Musical Romance
2292,Death at a Funeral,Frank Oz Peter Dinklage Ewen Bremner Kris Marshall Comedy
2293,Death Sentence,James Wan Aisha Tyler Kelly Preston Edi Gathegi Action Crime Thriller
2294,Everybody's Fine,Kirk Jones Robert De Niro James Frain Brendan Sexton III Adventure Drama
2295,Superbabies: Baby Geniuses 2,Bob Clark Scott Baio Vanessa Angel Peter Wingfield Comedy Family Sci-Fi
2296,The Man,Les Mayfield Miguel Ferrer Susie Essman Gigi Rice Action Comedy Crime
2297,Code Name: The Cleaner,Les Mayfield Callum Rennie Will Patton Cedric the Entertainer Action Comedy Crime
2298,Connie and Carla,Michael Lembeck Debbie Reynolds Nia Vardalos Dash Mihok Comedy Crime Music
2299,Sweet Charity,Bob Fosse Sammy Davis Jr. Ricardo Montalban Ben Vereen Comedy Drama Music Musical Romance
2300,Inherent Vice,Paul Thomas Anderson Martin Dew Katherine Waterston Serena Scott Thomas Comedy Crime Drama Mystery Romance
2301,Doogal,Dave Borthwick Jimmy Fallon Kylie Minogue Jon Stewart Adventure Animation Comedy Family Fantasy
2302,Battle of the Year,Benson Lee Chris Brown Caity Lotz Laz Alonso Drama Music
2303,Perception            , LeVar Burton Eric McCormack Scott Wolf Crime Drama Mystery Thriller
2304,An American Carol,David Zucker Chriss Anglin Geoffrey Arend Gary Coleman Comedy Fantasy
2305,Machete Kills,Robert Rodriguez Alexa PenaVega Demián Bichir Marko Zaror Action Comedy Crime Thriller
2306,Willard,Glen Morgan Laura Harring Ty Olsson Jackie Burroughs Drama Horror Sci-Fi Thriller
2307,Strange Wilderness,Fred Wolf Kevin Alejandro Ashley Scott Jeff Garlin Adventure Comedy
2308,Topsy-Turvy,Mike Leigh Jim Broadbent Dexter Fletcher Lesley Manville Biography Comedy Drama History Music Musical
2309,Little Boy,Alejandro Monteverde Tom Wilkinson Cary-Hiroyuki Tagawa Michael Rapaport Drama War
